AF3,F7,F3,FC5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4
4232.820409,4222.563999,4224.615281,4242.563999,4245.640922,4227.179384,4233.33323,4231.281948,4229.743486,4247.179383,4235.897332,4256.922973,4217.948615,4235.384512
4237.435794,4230.769127,4232.820409,4238.461435,4250.256306,4229.743486,4235.384512,4230.769127,4230.769127,4239.487076,4240.512717,4261.538357,4219.487076,4246.153742
4230.769127,4223.58964,4230.769127,4230.256307,4249.230665,4223.58964,4232.307589,4224.615281,4219.487076,4218.974256,4232.820409,4250.769127,4216.410153,4236.410153
4227.179384,4215.897333,4225.640922,4226.666563,4246.153742,4215.384512,4231.281948,4218.461435,4216.922974,4214.358871,4231.281948,4249.743486,4212.307589,4226.153743
4232.820409,4224.102461,4230.256307,4230.769127,4257.435793,4215.384512,4232.307589,4223.58964,4224.102461,4232.820409,4241.025537,4261.025537,4216.410153,4238.461435
4234.871691,4226.153743,4234.871691,4233.84605,4243.58964,4217.435794,4230.769127,4223.58964,4221.025538,4241.538358,4240.512717,4263.076819,4220.512717,4249.230665
4233.33323,4216.410153,4235.384512,4231.794768,4222.563999,4216.922974,4231.281948,4215.897333,4214.358871,4225.128102,4233.33323,4261.538357,4225.128102,4249.230665
4234.358871,4212.307589,4232.307589,4229.230666,4242.563999,4213.33323,4231.794768,4219.487076,4216.922974,4216.922974,4236.922973,4261.025537,4230.256307,4246.666563
4239.999896,4219.999897,4230.769127,4233.33323,4267.692203,4219.487076,4234.871691,4230.769127,4224.102461,4232.307589,4244.10246,4262.051178,4232.307589,4249.230665
4248.717845,4229.743486,4243.58964,4239.487076,4265.640921,4229.230666,4239.999896,4232.307589,4229.230666,4241.538358,4249.743486,4270.256306,4234.871691,4258.974255
4253.333229,4232.820409,4248.717845,4231.794768,4263.589639,4219.487076,4239.487076,4231.794768,4231.281948,4238.461435,4250.256306,4271.794767,4236.922973,4258.461434
4246.153742,4230.256307,4236.410153,4227.692204,4261.025537,4215.384512,4234.358871,4231.794768,4228.717845,4240.512717,4245.128101,4263.589639,4234.358871,4247.692204
4236.410153,4221.025538,4229.230666,4230.769127,4251.281947,4226.153743,4233.33323,4224.102461,4219.487076,4237.948614,4239.487076,4260.512716,4231.281948,4244.10246
4229.743486,4214.871692,4229.230666,4225.128102,4246.153742,4223.58964,4231.794768,4219.999897,4213.33323,4225.640922,4236.922973,4258.974255,4227.692204,4245.128101
4229.743486,4224.615281,4226.666563,4225.640922,4233.84605,4219.999897,4230.769127,4228.205025,4220.512717,4225.128102,4238.974255,4257.435793,4224.102461,4243.58964
4238.461435,4230.256307,4230.769127,4232.820409,4233.84605,4225.640922,4234.871691,4234.358871,4232.820409,4235.897332,4245.640922,4260.512716,4229.230666,4247.179383
4242.563999,4220.512717,4235.897332,4232.307589,4262.563998,4218.974256,4235.384512,4231.281948,4231.281948,4236.410153,4251.794768,4265.640921,4236.922973,4251.794768
4235.384512,4218.461435,4232.820409,4229.230666,4268.717844,4209.743487,4231.794768,4230.256307,4226.666563,4232.307589,4247.179383,4266.666562,4232.820409,4249.743486
4226.153743,4223.07682,4230.256307,4230.769127,4249.230665,4223.07682,4232.820409,4234.358871,4229.230666,4231.794768,4236.922973,4260.512716,4228.205025,4241.025537
4225.128102,4218.974256,4229.230666,4226.666563,4257.435793,4231.794768,4235.384512,4231.794768,4229.743486,4230.769127,4232.820409,4253.84605,4228.717845,4233.33323
4231.794768,4216.410153,4230.769127,4231.794768,4265.640921,4222.563999,4235.897332,4231.281948,4226.153743,4230.256307,4239.999896,4259.487075,4230.769127,4238.461435
4235.897332,4216.922974,4233.84605,4237.948614,4238.974255,4213.846051,4233.33323,4230.769127,4226.666563,4232.307589,4240.512717,4264.61528,4230.769127,4242.051178
4230.256307,4213.846051,4226.153743,4224.102461,4230.769127,4212.82041,4226.666563,4221.025538,4222.563999,4228.717845,4233.33323,4252.307588,4225.128102,4232.307589
4225.128102,4213.33323,4218.974256,4219.487076,4256.922973,4218.461435,4226.153743,4220.512717,4217.435794,4227.179384,4232.307589,4248.205024,4222.051179,4228.205025
4230.769127,4214.358871,4228.205025,4232.820409,4273.333229,4219.999897,4233.33323,4232.820409,4221.538358,4234.871691,4239.487076,4259.999896,4230.769127,4239.487076
4235.897332,4214.871692,4233.84605,4231.281948,4259.999896,4211.794769,4229.230666,4226.153743,4220.512717,4224.615281,4239.999896,4258.461434,4230.769127,4246.666563
4232.820409,4216.410153,4227.179384,4213.846051,4248.205024,4210.256307,4221.538358,4209.230666,4215.384512,4217.948615,4235.384512,4246.666563,4219.487076,4241.538358
4232.820409,4216.922974,4231.281948,4212.307589,4259.487075,4222.563999,4228.717845,4219.487076,4221.538358,4239.999896,4235.384512,4249.230665,4222.051179,4236.410153
4233.33323,4213.846051,4231.281948,4226.666563,4258.461434,4223.58964,4233.33323,4231.281948,4227.179384,4241.025537,4235.897332,4255.384511,4227.179384,4234.871691
4231.281948,4211.794769,4217.435794,4230.256307,4234.358871,4213.33323,4225.640922,4218.974256,4218.461435,4217.948615,4227.692204,4248.205024,4216.922974,4232.307589
4234.871691,4214.871692,4221.538358,4234.358871,4236.410153,4214.871692,4228.717845,4212.82041,4214.871692,4220.512717,4227.692204,4247.179383,4217.435794,4233.33323
4233.33323,4213.846051,4231.281948,4233.84605,4263.076819,4218.974256,4231.794768,4226.666563,4224.102461,4228.717845,4227.179384,4250.256306,4224.102461,4233.33323
4226.666563,4208.717846,4224.102461,4220.512717,4264.61528,4213.33323,4223.58964,4232.820409,4228.205025,4219.999897,4219.999897,4248.205024,4218.461435,4229.230666
4237.435794,4214.871692,4226.153743,4218.974256,4256.410152,4213.846051,4225.640922,4222.563999,4219.487076,4220.512717,4226.666563,4257.435793,4223.07682,4238.461435
4247.179383,4217.948615,4235.384512,4233.84605,4256.922973,4219.487076,4233.33323,4219.999897,4215.897333,4224.102461,4241.025537,4264.10246,4234.358871,4246.666563
4237.948614,4213.33323,4231.281948,4226.666563,4261.025537,4217.948615,4231.281948,4226.666563,4223.58964,4226.153743,4234.871691,4253.84605,4223.58964,4235.897332
4237.948614,4223.07682,4234.871691,4205.128102,4261.538357,4219.487076,4230.256307,4224.102461,4224.102461,4237.435794,4230.256307,4255.384511,4216.922974,4232.820409
4250.256306,4231.794768,4243.58964,4219.487076,4242.563999,4219.999897,4230.256307,4215.384512,4217.948615,4237.435794,4235.897332,4265.640921,4229.230666,4239.487076
4248.205024,4223.07682,4234.358871,4241.538358,4236.410153,4213.846051,4227.692204,4218.461435,4220.512717,4230.769127,4232.307589,4254.35887,4231.281948,4232.820409
4241.025537,4223.07682,4227.692204,4238.974255,4262.051178,4216.410153,4231.281948,4229.743486,4228.205025,4232.307589,4235.384512,4247.692204,4227.179384,4226.666563
4245.640922,4233.33323,4232.307589,4232.820409,4272.820408,4229.230666,4235.384512,4233.33323,4230.769127,4235.384512,4250.256306,4261.538357,4232.307589,4233.84605
4246.666563,4232.307589,4235.384512,4234.871691,4260.512716,4234.871691,4232.307589,4230.256307,4230.256307,4233.84605,4252.820409,4266.153742,4234.871691,4239.487076
4244.10246,4228.717845,4235.897332,4237.948614,4262.051178,4227.179384,4231.794768,4230.256307,4231.794768,4230.256307,4245.640922,4264.61528,4232.820409,4242.051178
4242.563999,4223.07682,4232.820409,4230.769127,4262.563998,4220.512717,4232.820409,4231.794768,4231.281948,4231.281948,4241.538358,4263.589639,4226.666563,4239.999896
4235.897332,4215.384512,4227.179384,4217.948615,4242.051178,4216.922974,4230.256307,4231.281948,4230.256307,4242.563999,4235.384512,4253.333229,4221.538358,4231.794768
4235.897332,4223.07682,4230.769127,4220.512717,4235.897332,4217.948615,4234.358871,4232.307589,4229.743486,4252.307588,4235.384512,4251.794768,4228.205025,4233.84605
4246.153742,4236.922973,4236.922973,4239.487076,4254.35887,4225.640922,4241.025537,4232.307589,4229.743486,4243.076819,4242.563999,4263.076819,4234.358871,4237.948614
4245.128101,4231.794768,4235.384512,4242.563999,4266.153742,4225.128102,4238.461435,4229.230666,4231.281948,4233.84605,4243.58964,4263.076819,4230.769127,4232.820409
4234.871691,4221.538358,4232.820409,4227.692204,4265.128101,4218.461435,4231.794768,4230.256307,4228.205025,4238.461435,4241.025537,4254.871691,4227.692204,4232.307589
4234.358871,4223.58964,4226.666563,4219.487076,4262.051178,4217.948615,4231.794768,4226.153743,4219.999897,4244.10246,4229.743486,4248.205024,4225.640922,4231.281948
4230.769127,4221.025538,4212.82041,4211.794769,4252.307588,4217.948615,4232.307589,4216.922974,4219.999897,4237.435794,4218.461435,4241.025537,4218.974256,4219.999897
4225.640922,4215.384512,4211.281948,4212.307589,4248.717845,4216.410153,4231.794768,4220.512717,4228.717845,4233.33323,4227.692204,4244.615281,4218.461435,4221.025538
4234.358871,4219.999897,4229.743486,4226.666563,4248.205024,4224.615281,4235.384512,4233.33323,4232.307589,4240.512717,4239.999896,4259.487075,4226.666563,4233.33323
4237.435794,4222.051179,4232.307589,4230.769127,4230.769127,4223.58964,4231.794768,4231.281948,4228.717845,4234.358871,4233.33323,4259.487075,4228.205025,4233.33323
4227.692204,4217.948615,4216.410153,4226.153743,4231.794768,4205.128102,4222.051179,4218.461435,4221.538358,4218.974256,4225.640922,4246.153742,4224.102461,4226.153743
4226.666563,4224.615281,4217.948615,4230.769127,4261.025537,4207.179384,4223.07682,4215.384512,4217.948615,4226.666563,4231.794768,4250.769127,4224.615281,4229.743486
4235.384512,4231.794768,4230.256307,4235.897332,4262.563998,4222.051179,4231.281948,4221.025538,4220.512717,4236.922973,4234.871691,4262.051178,4226.153743,4236.922973
4232.307589,4221.538358,4226.666563,4224.615281,4244.10246,4220.512717,4233.33323,4222.051179,4221.025538,4225.640922,4226.153743,4251.794768,4217.948615,4229.743486
4227.692204,4214.871692,4216.922974,4218.461435,4243.076819,4214.871692,4225.640922,4216.410153,4217.435794,4224.102461,4219.999897,4242.051178,4214.871692,4219.999897
4232.307589,4217.948615,4219.487076,4223.07682,4247.692204,4213.33323,4218.461435,4216.410153,4218.461435,4233.33323,4226.666563,4250.256306,4222.051179,4225.128102
4231.281948,4217.948615,4219.487076,4218.461435,4249.230665,4212.82041,4223.07682,4228.205025,4227.179384,4226.666563,4232.307589,4250.769127,4220.512717,4232.820409
4233.33323,4223.07682,4217.435794,4221.025538,4237.948614,4216.922974,4229.230666,4230.769127,4231.794768,4219.487076,4227.692204,4245.640922,4218.461435,4229.230666
4243.58964,4233.33323,4226.153743,4228.205025,4219.999897,4218.974256,4223.58964,4219.999897,4223.58964,4223.07682,4231.281948,4253.333229,4228.717845,4230.769127
4246.666563,4231.794768,4234.358871,4224.615281,4231.794768,4214.871692,4217.435794,4215.384512,4215.897333,4225.640922,4235.897332,4258.974255,4234.871691,4239.999896
4236.922973,4225.640922,4231.794768,4218.461435,4251.794768,4214.871692,4218.974256,4216.922974,4217.948615,4231.794768,4225.640922,4252.307588,4225.128102,4235.897332
4234.871691,4231.281948,4229.230666,4229.230666,4242.051178,4209.230666,4217.435794,4218.461435,4217.435794,4231.281948,4221.538358,4252.820409,4215.384512,4228.205025
4241.538358,4233.84605,4231.794768,4235.897332,4229.743486,4202.051179,4215.897333,4223.07682,4215.897333,4223.07682,4233.33323,4259.999896,4222.563999,4232.820409
4236.410153,4225.640922,4225.128102,4219.999897,4237.948614,4209.230666,4217.435794,4224.102461,4218.974256,4222.563999,4233.33323,4253.84605,4228.205025,4230.769127
4226.153743,4220.512717,4214.358871,4216.410153,4239.999896,4214.871692,4217.948615,4217.948615,4219.487076,4227.179384,4219.999897,4243.58964,4220.512717,4217.435794
4225.128102,4219.487076,4217.435794,4225.640922,4218.974256,4209.743487,4222.563999,4216.922974,4223.07682,4228.717845,4221.025538,4247.179383,4213.33323,4214.871692
4230.256307,4222.563999,4226.153743,4221.538358,4207.692205,4211.281948,4227.692204,4225.128102,4228.717845,4230.769127,4232.307589,4250.769127,4216.922974,4225.640922
4233.84605,4229.743486,4229.743486,4219.487076,4226.153743,4218.974256,4231.281948,4231.281948,4226.153743,4228.717845,4235.384512,4250.256306,4225.128102,4233.84605
4232.307589,4229.743486,4228.205025,4229.743486,4241.538358,4217.948615,4229.743486,4229.230666,4219.487076,4226.666563,4232.307589,4254.871691,4224.615281,4234.358871
4230.769127,4224.102461,4226.666563,4225.640922,4235.897332,4211.281948,4221.025538,4228.205025,4219.487076,4232.820409,4231.794768,4254.35887,4223.58964,4233.33323
4230.769127,4226.666563,4227.692204,4214.358871,4235.897332,4212.82041,4219.999897,4225.128102,4221.025538,4236.922973,4227.692204,4248.717845,4226.666563,4234.358871
4235.897332,4236.922973,4228.717845,4223.07682,4246.666563,4215.897333,4227.692204,4222.563999,4227.179384,4234.871691,4224.102461,4251.794768,4226.153743,4236.922973
4234.871691,4231.794768,4223.58964,4219.487076,4244.615281,4215.384512,4224.615281,4223.58964,4231.281948,4225.640922,4224.102461,4253.84605,4221.538358,4235.384512
4224.615281,4217.435794,4215.897333,4204.102461,4224.615281,4215.384512,4215.384512,4222.563999,4223.07682,4216.922974,4221.538358,4247.179383,4215.897333,4230.256307
4226.666563,4218.974256,4221.025538,4212.307589,4205.640923,4209.230666,4218.974256,4217.435794,4222.563999,4228.205025,4221.538358,4246.666563,4219.487076,4228.717845
4238.461435,4232.820409,4232.820409,4224.102461,4218.461435,4203.07682,4226.153743,4223.58964,4231.794768,4244.615281,4232.820409,4256.922973,4229.743486,4235.897332
4239.999896,4233.84605,4234.871691,4216.410153,4241.025537,4210.769128,4228.717845,4231.794768,4231.794768,4242.563999,4241.538358,4264.61528,4233.84605,4246.666563
4234.871691,4229.743486,4231.281948,4217.435794,4238.461435,4220.512717,4225.128102,4224.102461,4230.256307,4230.256307,4233.84605,4262.563998,4229.743486,4248.205024
4236.410153,4237.435794,4231.794768,4232.820409,4230.769127,4214.871692,4218.461435,4214.358871,4229.743486,4220.512717,4222.051179,4251.794768,4226.153743,4237.948614
4233.84605,4231.794768,4228.717845,4230.769127,4229.743486,4205.128102,4216.410153,4214.871692,4221.025538,4215.384512,4217.948615,4242.051178,4219.487076,4226.666563
4229.743486,4218.461435,4222.563999,4215.384512,4224.102461,4202.051179,4216.922974,4216.922974,4218.461435,4224.102461,4216.922974,4244.10246,4213.33323,4228.205025
4231.281948,4225.640922,4221.538358,4217.435794,4211.281948,4202.564,4213.846051,4214.358871,4223.58964,4230.769127,4218.974256,4246.153742,4218.974256,4234.358871
4230.769127,4235.897332,4222.051179,4226.666563,4202.564,4201.538359,4212.307589,4210.256307,4214.871692,4214.871692,4214.358871,4237.435794,4216.922974,4225.640922
4236.410153,4239.487076,4226.153743,4227.692204,4216.922974,4202.051179,4215.897333,4213.846051,4213.846051,4207.692205,4210.256307,4233.84605,4209.743487,4218.461435
4247.179383,4247.179383,4234.871691,4233.84605,4241.538358,4212.307589,4217.948615,4219.487076,4228.717845,4227.179384,4222.563999,4246.666563,4214.358871,4231.794768
4240.512717,4248.205024,4232.307589,4234.871691,4244.10246,4217.435794,4215.897333,4218.461435,4231.794768,4238.461435,4231.794768,4252.820409,4222.051179,4237.948614
4228.717845,4235.897332,4221.025538,4224.615281,4232.307589,4210.256307,4214.871692,4215.384512,4227.179384,4224.615281,4221.538358,4242.563999,4219.999897,4224.102461
4228.717845,4229.743486,4214.871692,4219.487076,4226.666563,4197.948615,4211.281948,4214.358871,4224.615281,4211.281948,4208.205025,4231.281948,4209.230666,4213.846051
4226.153743,4229.743486,4215.384512,4217.948615,4228.205025,4196.410154,4209.230666,4216.410153,4222.563999,4214.358871,4207.179384,4233.33323,4203.07682,4214.871692
4221.538358,4229.743486,4216.922974,4211.281948,4227.692204,4209.743487,4214.871692,4223.07682,4223.07682,4223.58964,4215.384512,4243.58964,4212.82041,4219.999897
4225.640922,4232.307589,4217.948615,4216.410153,4217.435794,4211.281948,4218.461435,4222.563999,4222.563999,4227.692204,4219.487076,4244.615281,4222.051179,4225.640922
4231.281948,4231.794768,4223.07682,4230.769127,4208.717846,4200.512718,4216.410153,4216.922974,4220.512717,4227.692204,4214.871692,4239.487076,4216.410153,4227.179384
4233.84605,4231.281948,4229.743486,4236.922973,4219.999897,4205.640923,4214.871692,4215.897333,4221.025538,4222.563999,4216.922974,4239.999896,4214.871692,4231.281948
4233.84605,4233.84605,4224.615281,4228.717845,4232.307589,4216.922974,4213.846051,4216.922974,4218.974256,4213.33323,4219.487076,4244.615281,4218.974256,4230.256307
4228.205025,4235.384512,4216.922974,4215.897333,4225.640922,4210.769128,4212.307589,4216.410153,4219.487076,4216.410153,4211.281948,4242.051178,4217.435794,4220.512717
4228.205025,4231.794768,4219.487076,4218.461435,4214.358871,4201.025538,4214.358871,4215.384512,4223.58964,4226.153743,4207.179384,4234.358871,4214.358871,4218.974256
4235.384512,4230.769127,4227.692204,4233.84605,4218.461435,4205.128102,4214.871692,4216.922974,4219.487076,4229.743486,4218.461435,4236.922973,4217.435794,4230.256307
4239.487076,4237.435794,4234.358871,4238.461435,4222.563999,4213.33323,4215.897333,4227.692204,4220.512717,4230.256307,4226.666563,4249.743486,4224.615281,4237.948614
4235.384512,4234.871691,4228.205025,4230.256307,4207.692205,4215.384512,4217.435794,4230.256307,4229.743486,4228.205025,4216.922974,4246.666563,4222.563999,4230.256307
4232.820409,4221.538358,4218.974256,4224.102461,4198.974256,4205.128102,4214.871692,4223.07682,4229.230666,4216.922974,4207.692205,4233.84605,4215.384512,4221.025538
4234.871691,4223.07682,4226.666563,4226.666563,4218.974256,4202.051179,4213.846051,4225.640922,4230.256307,4212.82041,4211.281948,4235.384512,4215.384512,4222.051179
4237.435794,4234.871691,4233.84605,4231.281948,4229.230666,4211.281948,4215.384512,4227.179384,4229.743486,4221.025538,4210.769128,4241.538358,4215.897333,4223.58964
4235.897332,4235.897332,4223.58964,4232.820409,4217.948615,4211.794769,4212.82041,4214.871692,4221.025538,4224.102461,4198.461436,4235.897332,4214.871692,4219.999897
4235.897332,4230.769127,4216.922974,4230.769127,4217.435794,4208.205025,4212.307589,4212.307589,4220.512717,4216.410153,4201.538359,4234.871691,4217.435794,4222.051179
4243.076819,4234.358871,4228.717845,4233.33323,4211.281948,4210.256307,4212.82041,4222.051179,4225.640922,4216.410153,4215.897333,4240.512717,4218.461435,4227.692204
4242.051178,4234.358871,4230.769127,4234.358871,4186.153744,4196.410154,4202.051179,4218.461435,4216.922974,4222.051179,4210.256307,4238.974255,4213.846051,4223.07682
4232.307589,4223.07682,4217.948615,4222.563999,4187.692205,4177.435795,4192.82041,4208.205025,4208.717846,4214.871692,4196.410154,4229.743486,4212.82041,4213.846051
4234.358871,4216.922974,4218.461435,4214.358871,4216.410153,4193.846051,4205.128102,4218.461435,4220.512717,4210.769128,4203.589641,4228.717845,4214.871692,4215.897333
4245.640922,4224.615281,4230.769127,4225.128102,4220.512717,4217.435794,4215.897333,4231.281948,4234.871691,4225.640922,4216.410153,4232.307589,4218.461435,4224.615281
4243.58964,4234.871691,4231.281948,4236.410153,4202.051179,4208.717846,4206.153743,4222.051179,4232.820409,4227.692204,4210.256307,4232.820409,4219.487076,4224.102461
4234.358871,4233.84605,4225.128102,4234.358871,4199.999897,4197.435795,4198.461436,4212.307589,4227.179384,4211.794769,4199.487077,4230.256307,4212.82041,4216.922974
4239.487076,4230.769127,4228.717845,4231.281948,4204.102461,4202.051179,4201.538359,4217.435794,4230.256307,4211.794769,4206.153743,4231.794768,4214.358871,4222.051179
4249.230665,4233.33323,4233.84605,4230.769127,4196.410154,4203.589641,4202.051179,4219.999897,4229.230666,4219.999897,4216.410153,4237.948614,4223.07682,4230.769127
4251.794768,4237.435794,4235.384512,4230.769127,4196.922974,4201.025538,4203.07682,4218.974256,4222.563999,4223.07682,4219.487076,4241.025537,4225.128102,4233.84605
4245.640922,4233.84605,4231.794768,4229.230666,4207.692205,4200.512718,4202.564,4219.487076,4219.999897,4228.205025,4213.33323,4234.358871,4219.487076,4229.230666
4236.922973,4228.205025,4227.179384,4228.205025,4210.769128,4200.512718,4201.025538,4217.435794,4216.922974,4225.640922,4207.692205,4230.256307,4215.897333,4218.974256
4238.461435,4233.33323,4232.307589,4231.794768,4204.102461,4204.615282,4207.179384,4224.615281,4219.487076,4218.461435,4209.743487,4235.897332,4221.025538,4221.538358
4244.615281,4233.33323,4237.435794,4226.666563,4201.025538,4206.153743,4211.794769,4229.743486,4232.820409,4225.640922,4211.281948,4233.84605,4224.615281,4230.769127
4240.512717,4223.58964,4233.84605,4216.922974,4201.538359,4202.564,4210.256307,4223.07682,4231.794768,4221.025538,4204.102461,4233.84605,4219.487076,4230.256307
4232.820409,4225.128102,4228.717845,4222.563999,4206.666564,4201.538359,4207.179384,4221.538358,4218.974256,4198.461436,4201.025538,4243.58964,4215.897333,4227.692204
4233.33323,4236.922973,4229.230666,4232.820409,4199.487077,4200.512718,4206.666564,4222.563999,4220.512717,4203.07682,4202.051179,4237.948614,4215.897333,4228.205025
4239.487076,4239.487076,4233.84605,4236.410153,4182.564,4199.999897,4208.717846,4218.974256,4229.230666,4227.692204,4198.974256,4227.692204,4216.410153,4225.128102
4236.922973,4229.230666,4228.717845,4234.358871,4186.153744,4202.564,4208.205025,4219.999897,4229.743486,4224.102461,4202.051179,4232.820409,4215.384512,4221.025538
4226.666563,4223.07682,4221.538358,4222.051179,4203.589641,4203.07682,4203.589641,4220.512717,4227.692204,4213.846051,4209.230666,4236.922973,4216.410153,4221.538358
4225.128102,4227.179384,4226.153743,4215.384512,4204.615282,4197.948615,4198.974256,4216.922974,4222.051179,4216.410153,4211.281948,4232.307589,4222.563999,4227.179384
4231.281948,4230.256307,4228.717845,4222.563999,4199.487077,4193.333231,4198.461436,4215.897333,4217.435794,4206.666564,4206.666564,4233.33323,4230.256307,4233.84605
4232.820409,4225.640922,4225.640922,4224.102461,4196.410154,4193.333231,4199.487077,4216.410153,4224.102461,4204.615282,4206.666564,4238.974255,4230.256307,4233.33323
4228.205025,4224.102461,4227.692204,4218.461435,4195.897333,4199.999897,4203.589641,4221.538358,4230.769127,4230.769127,4211.794769,4234.871691,4229.230666,4229.230666
4228.205025,4227.692204,4232.307589,4220.512717,4205.128102,4205.128102,4203.07682,4224.102461,4225.128102,4238.974255,4207.692205,4232.307589,4233.84605,4226.153743
4233.84605,4225.128102,4231.281948,4217.435794,4194.358872,4203.589641,4198.974256,4215.897333,4218.461435,4215.897333,4203.07682,4242.563999,4230.256307,4228.205025
4233.84605,4215.897333,4227.692204,4205.128102,4173.846052,4199.487077,4198.974256,4210.256307,4216.922974,4204.615282,4207.179384,4246.666563,4223.58964,4231.281948
4224.102461,4216.922974,4217.435794,4203.589641,4188.717846,4196.922974,4198.974256,4212.82041,4220.512717,4214.871692,4205.128102,4230.769127,4224.102461,4223.58964
