AF3,F7,F3,FC5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4
4248.205024,4278.461434,4221.025538,4231.794768,4267.692203,4218.461435,4213.33323,4204.615282,4214.358871,4192.82041,4192.30759,4201.025538,4216.922974,4195.897333
4248.717845,4280.512716,4218.461435,4231.794768,4237.948614,4204.102461,4200.512718,4201.025538,4202.051179,4199.999897,4182.564,4202.564,4211.281948,4191.794769
4246.666563,4281.025536,4217.435794,4232.307589,4199.999897,4202.051179,4198.974256,4202.564,4203.07682,4201.538359,4191.281949,4211.794769,4214.871692,4193.333231
4240.512717,4271.794767,4215.897333,4223.58964,4204.615282,4212.307589,4208.717846,4204.102461,4207.692205,4201.538359,4201.025538,4213.33323,4215.897333,4193.846051
4243.076819,4271.794767,4218.461435,4224.102461,4217.948615,4217.435794,4215.897333,4199.487077,4203.07682,4185.640923,4201.538359,4212.307589,4216.410153,4192.30759
4239.999896,4273.846049,4216.922974,4229.743486,4231.794768,4216.922974,4215.897333,4199.487077,4204.615282,4180.512718,4200.512718,4215.897333,4217.948615,4195.897333
4232.820409,4267.179383,4212.82041,4225.640922,4237.435794,4216.410153,4211.281948,4203.589641,4212.82041,4216.410153,4199.999897,4213.33323,4217.948615,4196.922974
4233.33323,4264.61528,4213.846051,4219.999897,4230.769127,4214.871692,4211.794769,4203.07682,4216.410153,4226.666563,4199.999897,4210.256307,4219.487076,4194.358872
4234.871691,4266.153742,4215.384512,4218.461435,4204.102461,4212.82041,4212.82041,4201.538359,4212.82041,4174.871693,4203.07682,4213.33323,4219.999897,4196.410154
4233.33323,4265.640921,4218.974256,4220.512717,4184.615282,4212.307589,4209.230666,4203.07682,4203.589641,4164.615283,4203.07682,4213.846051,4217.435794,4202.564
4231.281948,4261.025537,4220.512717,4221.538358,4222.051179,4214.871692,4209.743487,4205.640923,4199.999897,4199.999897,4198.461436,4212.82041,4216.922974,4203.589641
4232.307589,4261.538357,4219.487076,4223.07682,4267.179383,4218.461435,4217.435794,4212.307589,4212.82041,4197.435795,4197.435795,4215.897333,4218.974256,4203.589641
4232.307589,4261.025537,4219.999897,4227.179384,4235.384512,4213.33323,4219.999897,4217.435794,4216.922974,4183.589641,4202.564,4218.461435,4222.563999,4204.102461
4225.640922,4255.384511,4221.025538,4226.153743,4183.076821,4207.692205,4215.384512,4215.384512,4205.640923,4199.487077,4203.07682,4213.846051,4223.07682,4203.589641
4222.563999,4250.769127,4219.487076,4221.538358,4186.153744,4211.281948,4215.897333,4213.846051,4204.102461,4203.589641,4199.487077,4210.256307,4217.948615,4200.512718
4226.666563,4254.871691,4221.538358,4227.179384,4224.102461,4218.974256,4222.051179,4218.974256,4214.871692,4186.666564,4208.717846,4214.871692,4217.948615,4204.615282
4227.179384,4256.922973,4225.128102,4225.640922,4256.410152,4223.07682,4223.07682,4221.538358,4221.025538,4181.538359,4213.846051,4218.974256,4224.102461,4210.256307
4222.051179,4250.256306,4221.025538,4214.358871,4230.256307,4215.384512,4212.82041,4214.358871,4214.358871,4184.102462,4197.435795,4214.871692,4223.07682,4208.205025
4219.487076,4250.256306,4215.384512,4223.07682,4192.82041,4203.589641,4203.07682,4214.871692,4207.179384,4201.538359,4191.281949,4212.307589,4216.922974,4203.07682
4216.410153,4250.256306,4212.307589,4230.256307,4197.435795,4205.640923,4203.589641,4215.897333,4202.564,4211.794769,4199.487077,4211.794769,4216.922974,4202.564
4216.922974,4245.128101,4211.794769,4219.487076,4212.307589,4213.33323,4209.230666,4205.640923,4203.589641,4186.666564,4201.538359,4209.743487,4220.512717,4207.179384
4227.179384,4253.333229,4215.384512,4220.512717,4240.512717,4212.82041,4213.33323,4204.615282,4208.205025,4173.333231,4204.102461,4214.358871,4220.512717,4210.256307
4234.358871,4264.10246,4222.563999,4227.179384,4264.61528,4214.358871,4215.897333,4215.384512,4206.153743,4187.179385,4210.769128,4219.999897,4218.974256,4211.281948
4230.769127,4255.384511,4227.179384,4225.128102,4216.410153,4216.922974,4218.974256,4215.384512,4203.07682,4192.30759,4204.615282,4217.948615,4221.538358,4209.743487
4227.692204,4246.153742,4222.563999,4229.230666,4168.205026,4214.871692,4219.487076,4210.256307,4208.205025,4196.922974,4201.025538,4214.358871,4225.640922,4207.179384
4228.205025,4254.35887,4215.897333,4231.281948,4216.922974,4215.897333,4217.948615,4214.358871,4215.897333,4209.230666,4211.281948,4213.33323,4224.102461,4207.179384
4222.563999,4256.922973,4215.384512,4219.999897,4267.692203,4218.974256,4216.410153,4216.410153,4215.384512,4199.999897,4211.281948,4215.384512,4219.487076,4204.102461
4215.384512,4250.769127,4216.922974,4214.871692,4246.666563,4217.948615,4216.410153,4215.897333,4216.410153,4205.128102,4199.999897,4214.358871,4221.025538,4200.512718
4216.410153,4246.666563,4212.307589,4217.435794,4226.153743,4216.410153,4217.948615,4215.384512,4213.33323,4221.025538,4198.461436,4209.230666,4223.58964,4201.025538
4217.435794,4241.538358,4209.230666,4217.435794,4217.435794,4213.33323,4214.871692,4211.794769,4207.692205,4192.82041,4201.025538,4208.717846,4218.974256,4199.487077
4222.051179,4241.538358,4212.82041,4217.948615,4170.256308,4213.846051,4213.846051,4213.33323,4211.281948,4168.205026,4200.512718,4212.307589,4215.384512,4198.461436
4228.205025,4247.179383,4216.410153,4218.974256,4190.256308,4219.999897,4218.974256,4211.794769,4209.743487,4194.871692,4204.615282,4212.82041,4216.410153,4204.102461
4220.512717,4246.153742,4213.846051,4218.974256,4263.076819,4212.82041,4217.435794,4202.564,4205.128102,4215.384512,4204.615282,4213.33323,4218.461435,4206.153743
4218.461435,4244.10246,4212.82041,4220.512717,4224.102461,4204.615282,4213.33323,4206.666564,4210.769128,4193.846051,4197.948615,4216.410153,4217.948615,4199.487077
4230.769127,4249.743486,4220.512717,4224.615281,4184.102462,4214.871692,4217.435794,4217.435794,4217.948615,4185.128103,4207.692205,4218.461435,4219.487076,4202.051179
4230.769127,4250.256306,4219.999897,4222.563999,4242.563999,4219.999897,4218.974256,4212.307589,4213.846051,4212.82041,4216.922974,4217.435794,4222.051179,4205.128102
4225.640922,4245.640922,4217.435794,4216.410153,4262.051178,4212.82041,4216.922974,4208.717846,4211.281948,4221.538358,4210.769128,4218.974256,4226.153743,4203.07682
4231.794768,4249.743486,4224.102461,4223.58964,4196.922974,4213.33323,4217.948615,4213.846051,4215.384512,4203.589641,4212.307589,4222.563999,4229.743486,4207.179384
4230.256307,4255.384511,4224.615281,4231.281948,4171.79477,4214.871692,4215.384512,4203.589641,4214.358871,4204.615282,4221.025538,4221.025538,4228.717845,4208.717846
4222.051179,4257.435793,4218.461435,4227.179384,4221.538358,4213.846051,4214.358871,4198.974256,4213.33323,4212.307589,4215.897333,4221.025538,4225.128102,4203.07682
4229.230666,4258.974255,4222.563999,4222.051179,4268.717844,4218.974256,4223.58964,4213.33323,4215.897333,4206.666564,4211.794769,4226.153743,4228.205025,4203.589641
4233.84605,4256.410152,4224.102461,4225.128102,4254.871691,4220.512717,4224.102461,4212.307589,4216.922974,4212.82041,4216.922974,4225.128102,4232.820409,4208.717846
4227.692204,4249.230665,4216.922974,4224.615281,4209.230666,4214.871692,4213.33323,4198.461436,4211.281948,4221.025538,4215.384512,4219.999897,4225.128102,4206.666564
4223.58964,4244.10246,4214.871692,4218.461435,4201.538359,4211.794769,4211.794769,4201.025538,4209.230666,4206.666564,4210.256307,4219.487076,4217.948615,4202.564
4220.512717,4241.538358,4216.922974,4215.897333,4192.30759,4210.256307,4215.897333,4204.615282,4212.307589,4198.461436,4209.743487,4215.384512,4225.640922,4199.999897
4224.615281,4247.179383,4217.435794,4218.974256,4207.692205,4214.358871,4216.410153,4201.538359,4214.871692,4203.589641,4214.358871,4215.897333,4232.307589,4203.07682
4227.692204,4248.205024,4217.435794,4218.974256,4258.974255,4218.974256,4217.435794,4202.564,4214.871692,4195.897333,4216.922974,4222.563999,4229.230666,4207.179384
4222.051179,4237.435794,4216.410153,4215.897333,4233.33323,4214.871692,4216.410153,4205.128102,4213.33323,4206.153743,4215.384512,4222.051179,4228.717845,4207.692205
4221.025538,4235.897332,4216.410153,4221.025538,4175.384513,4212.82041,4215.897333,4210.769128,4214.358871,4230.769127,4217.435794,4220.512717,4232.307589,4207.692205
4223.58964,4247.179383,4214.358871,4223.07682,4200.512718,4215.897333,4217.435794,4215.384512,4215.897333,4219.999897,4216.922974,4221.025538,4229.230666,4207.179384
4222.563999,4246.666563,4209.230666,4213.33323,4254.871691,4218.974256,4221.025538,4212.307589,4217.435794,4202.564,4210.256307,4219.487076,4226.666563,4203.589641
4226.153743,4244.615281,4212.307589,4219.487076,4247.179383,4226.153743,4227.692204,4212.82041,4220.512717,4226.153743,4212.82041,4228.717845,4230.256307,4206.666564
4231.281948,4249.743486,4226.153743,4235.384512,4183.589641,4226.666563,4228.205025,4217.435794,4221.538358,4242.051178,4226.666563,4238.461435,4231.794768,4210.256307
4232.307589,4251.794768,4230.769127,4232.307589,4184.615282,4218.461435,4225.128102,4215.384512,4216.922974,4213.33323,4231.794768,4226.153743,4233.84605,4211.281948
4233.33323,4247.179383,4227.179384,4221.538358,4278.461434,4219.487076,4226.153743,4213.33323,4216.410153,4206.666564,4225.128102,4227.692204,4233.84605,4213.846051
4227.692204,4239.487076,4221.025538,4222.563999,4288.717844,4223.58964,4224.102461,4214.871692,4215.897333,4226.153743,4213.846051,4231.794768,4220.512717,4208.205025
4220.512717,4231.794768,4219.999897,4221.025538,4191.794769,4215.384512,4214.871692,4213.33323,4211.794769,4219.999897,4212.82041,4162.05118,4216.410153,4203.589641
4228.205025,4232.820409,4224.615281,4216.410153,4185.128103,4212.82041,4215.384512,4212.82041,4214.358871,4208.205025,4226.666563,4074.358875,4234.871691,4213.846051
4232.307589,4234.358871,4226.153743,4218.974256,4267.692203,4225.640922,4225.128102,4213.846051,4218.974256,4217.948615,4235.384512,4071.794772,4248.717845,4228.205025
4231.281948,4229.743486,4228.205025,4221.025538,4264.61528,4230.769127,4230.769127,4216.922974,4225.640922,4240.512717,4238.461435,4108.205028,4249.230665,4238.461435
4235.897332,4231.281948,4231.281948,4218.461435,4211.794769,4229.230666,4232.820409,4220.512717,4229.743486,4250.769127,4243.58964,4112.820412,4251.794768,4239.999896
4235.384512,4229.743486,4231.281948,4216.922974,4203.07682,4226.153743,4231.281948,4218.461435,4222.563999,4234.358871,4247.692204,4112.820412,4251.794768,4232.820409
4228.205025,4219.999897,4227.692204,4217.435794,4208.717846,4219.999897,4228.717845,4216.410153,4218.974256,4227.179384,4247.179383,4126.153745,4248.205024,4227.692204
4229.230666,4222.563999,4227.692204,4216.922974,4208.717846,4223.07682,4230.256307,4218.974256,4222.563999,4238.461435,4248.717845,4135.384514,4251.794768,4232.307589
4235.384512,4235.384512,4235.384512,4217.948615,4231.794768,4235.384512,4233.84605,4217.948615,4221.025538,4240.512717,4246.666563,4142.051181,4255.384511,4236.410153
4230.256307,4226.666563,4228.205025,4218.461435,4257.948614,4230.769127,4228.717845,4215.384512,4219.999897,4235.897332,4242.051178,4140.512719,4247.692204,4232.307589
4223.58964,4213.33323,4216.410153,4216.410153,4197.435795,4216.410153,4222.563999,4217.948615,4226.666563,4235.897332,4245.128101,4141.53836,4245.128101,4224.615281
4227.692204,4222.051179,4223.58964,4216.410153,4173.333231,4223.07682,4229.230666,4219.487076,4230.769127,4238.461435,4249.743486,4150.769129,4255.384511,4225.640922
4232.307589,4229.230666,4232.307589,4217.948615,4262.563998,4233.84605,4235.897332,4217.435794,4231.281948,4245.640922,4250.769127,4157.435796,4258.974255,4235.897332
4227.179384,4219.999897,4221.538358,4215.384512,4284.61528,4230.769127,4232.820409,4222.051179,4232.820409,4244.10246,4246.153742,4153.846052,4248.717845,4230.769127
4223.58964,4218.974256,4216.410153,4214.871692,4208.717846,4227.179384,4230.256307,4229.230666,4231.794768,4241.025537,4243.58964,4152.820411,4246.666563,4222.563999
4227.692204,4226.666563,4224.615281,4217.435794,4195.384513,4228.717845,4230.256307,4225.128102,4232.307589,4252.307588,4247.179383,4162.05118,4251.794768,4227.179384
4228.205025,4223.07682,4223.07682,4216.922974,4249.230665,4230.256307,4229.743486,4217.435794,4232.820409,4256.922973,4248.205024,4168.205026,4250.256306,4227.179384
4228.205025,4221.025538,4224.615281,4213.846051,4228.205025,4229.230666,4230.256307,4221.538358,4232.820409,4245.128101,4247.692204,4170.769129,4250.256306,4222.563999
4233.33323,4229.230666,4232.307589,4218.974256,4188.205026,4229.743486,4233.33323,4229.230666,4234.871691,4250.769127,4251.794768,4175.897334,4253.84605,4226.153743
4229.230666,4226.666563,4223.58964,4221.538358,4229.743486,4229.230666,4233.33323,4230.769127,4234.871691,4253.333229,4246.666563,4177.435795,4251.281947,4223.58964
4217.948615,4216.922974,4214.358871,4209.230666,4286.153741,4230.769127,4232.820409,4226.666563,4233.33323,4233.33323,4230.256307,4174.871693,4246.666563,4215.384512
4216.410153,4216.922974,4217.948615,4206.153743,4255.384511,4232.307589,4233.84605,4221.538358,4230.256307,4233.84605,4231.794768,4179.487077,4247.692204,4216.410153
4216.410153,4218.461435,4214.871692,4211.281948,4170.256308,4223.07682,4226.153743,4218.461435,4226.666563,4243.58964,4239.999896,4182.564,4245.640922,4213.33323
4214.358871,4214.358871,4207.692205,4212.307589,4172.820411,4218.974256,4222.563999,4217.948615,4229.743486,4234.871691,4235.897332,4185.640923,4245.128101,4211.281948
4222.051179,4214.871692,4216.410153,4211.794769,4250.256306,4231.794768,4233.33323,4218.974256,4230.769127,4237.948614,4233.84605,4194.871692,4249.230665,4221.025538
4221.025538,4214.358871,4220.512717,4209.743487,4255.897332,4231.281948,4233.33323,4217.435794,4219.487076,4240.512717,4231.281948,4195.384513,4242.563999,4217.948615
4213.846051,4214.358871,4212.307589,4210.769128,4209.743487,4219.487076,4223.07682,4214.358871,4212.307589,4215.897333,4221.538358,4195.384513,4232.820409,4205.640923
4224.102461,4217.948615,4216.922974,4216.922974,4232.820409,4226.666563,4227.179384,4214.358871,4219.487076,4216.922974,4225.128102,4211.794769,4238.974255,4213.846051
4233.84605,4217.435794,4225.128102,4217.948615,4258.974255,4236.410153,4233.84605,4214.358871,4221.538358,4250.769127,4241.025537,4224.615281,4247.179383,4227.692204
4228.717845,4216.410153,4221.025538,4211.794769,4223.07682,4229.743486,4229.743486,4213.846051,4217.435794,4251.794768,4244.10246,4224.615281,4245.640922,4224.102461
4224.615281,4217.948615,4217.435794,4215.384512,4188.205026,4226.153743,4229.230666,4217.435794,4223.58964,4237.435794,4236.922973,4227.179384,4245.640922,4218.974256
4223.07682,4215.897333,4218.461435,4219.999897,4199.999897,4228.717845,4232.820409,4218.974256,4226.153743,4245.128101,4232.820409,4232.820409,4248.717845,4221.538358
4218.974256,4210.256307,4213.33323,4213.846051,4232.820409,4226.666563,4232.307589,4215.384512,4222.051179,4241.538358,4234.871691,4233.84605,4245.640922,4219.487076
4225.640922,4211.794769,4214.358871,4211.794769,4243.076819,4225.640922,4232.307589,4217.435794,4228.205025,4226.666563,4241.538358,4238.974255,4244.10246,4219.487076
4232.820409,4216.410153,4222.563999,4216.410153,4233.33323,4228.717845,4228.717845,4219.487076,4233.84605,4237.435794,4235.384512,4240.512717,4244.615281,4221.025538
4230.256307,4217.435794,4222.051179,4221.025538,4191.794769,4227.692204,4229.230666,4216.410153,4226.153743,4254.871691,4227.179384,4238.974255,4244.615281,4218.974256
4228.717845,4216.410153,4215.897333,4217.435794,4173.846052,4221.538358,4228.717845,4217.435794,4219.999897,4243.076819,4230.256307,4241.538358,4240.512717,4219.487076
4227.692204,4215.384512,4215.897333,4213.33323,4217.435794,4219.999897,4217.435794,4213.33323,4215.384512,4226.666563,4229.743486,4237.435794,4234.871691,4218.461435
4226.666563,4215.897333,4218.974256,4216.410153,4269.743485,4229.230666,4216.922974,4208.205025,4213.846051,4228.205025,4225.128102,4236.410153,4234.358871,4212.82041
4232.307589,4217.435794,4221.538358,4217.435794,4257.948614,4235.897332,4231.794768,4215.897333,4223.58964,4232.307589,4230.256307,4247.692204,4241.538358,4213.33323
4233.33323,4216.410153,4225.128102,4214.871692,4237.435794,4233.33323,4237.435794,4223.07682,4227.179384,4238.461435,4234.358871,4251.281947,4245.640922,4219.999897
4230.769127,4214.871692,4228.205025,4214.358871,4238.974255,4231.281948,4231.794768,4218.974256,4219.999897,4249.230665,4229.230666,4246.666563,4237.948614,4220.512717
4234.358871,4219.487076,4231.281948,4216.922974,4181.538359,4226.666563,4230.256307,4216.410153,4218.974256,4235.384512,4230.256307,4250.769127,4236.410153,4221.538358
4236.410153,4222.051179,4232.307589,4216.922974,4165.640924,4218.461435,4230.769127,4217.948615,4218.974256,4215.384512,4233.84605,4252.307588,4242.563999,4226.666563
4235.384512,4220.512717,4230.769127,4216.410153,4222.051179,4216.922974,4227.179384,4214.871692,4215.897333,4230.256307,4231.794768,4249.743486,4243.58964,4228.205025
4242.051178,4225.128102,4231.794768,4217.435794,4246.153742,4223.58964,4225.640922,4216.410153,4221.538358,4248.205024,4235.384512,4253.84605,4243.076819,4227.692204
4249.230665,4231.794768,4235.897332,4216.922974,4232.820409,4230.769127,4229.230666,4221.538358,4227.692204,4242.563999,4246.666563,4255.897332,4248.717845,4232.307589
4244.615281,4228.205025,4230.769127,4218.461435,4219.999897,4229.743486,4231.281948,4221.538358,4228.205025,4248.205024,4241.538358,4252.820409,4248.205024,4231.794768
4233.84605,4219.999897,4219.999897,4216.922974,4216.410153,4222.563999,4224.102461,4218.461435,4227.179384,4259.487075,4230.256307,4250.256306,4238.974255,4222.563999
4229.743486,4218.461435,4218.974256,4211.794769,4213.846051,4216.922974,4216.922974,4217.435794,4222.563999,4239.487076,4236.410153,4246.153742,4236.922973,4222.051179
4231.794768,4217.948615,4223.58964,4214.358871,4220.512717,4217.435794,4217.435794,4218.974256,4217.435794,4226.666563,4240.512717,4248.717845,4238.974255,4227.692204
4230.769127,4215.897333,4218.974256,4214.871692,4211.794769,4217.948615,4217.948615,4216.922974,4214.871692,4237.948614,4228.205025,4250.256306,4235.897332,4221.538358
4223.07682,4216.922974,4212.82041,4205.640923,4195.897333,4216.922974,4214.871692,4212.82041,4215.384512,4218.974256,4226.153743,4242.051178,4231.794768,4215.897333
4213.846051,4209.230666,4213.846051,4203.07682,4215.897333,4220.512717,4222.563999,4217.435794,4216.410153,4197.435795,4229.743486,4236.922973,4230.256307,4216.410153
4212.307589,4199.487077,4209.230666,4206.153743,4228.205025,4224.615281,4230.769127,4224.615281,4214.871692,4226.666563,4218.974256,4237.435794,4230.256307,4211.794769
4216.410153,4208.205025,4204.615282,4206.153743,4217.948615,4223.58964,4223.58964,4223.58964,4214.358871,4252.307588,4218.461435,4236.410153,4232.307589,4208.205025
4218.461435,4218.461435,4210.769128,4210.769128,4197.948615,4217.948615,4212.82041,4211.794769,4213.846051,4229.743486,4230.256307,4236.922973,4231.281948,4211.794769
4221.538358,4217.435794,4216.922974,4219.487076,4183.076821,4216.410153,4213.846051,4201.538359,4212.82041,4229.743486,4230.256307,4241.025537,4232.307589,4213.33323
4228.205025,4223.07682,4217.435794,4215.384512,4234.358871,4225.640922,4221.025538,4210.256307,4216.922974,4256.922973,4230.769127,4248.717845,4241.025537,4217.435794
4233.33323,4233.84605,4218.974256,4210.256307,4275.384511,4234.871691,4229.230666,4222.051179,4218.461435,4241.025537,4234.358871,4244.615281,4240.512717,4219.999897
4229.230666,4230.769127,4221.538358,4214.871692,4210.256307,4228.205025,4233.84605,4218.974256,4209.743487,4214.871692,4224.102461,4215.897333,4230.769127,4213.33323
4220.512717,4218.974256,4216.410153,4214.358871,4181.538359,4219.999897,4229.230666,4217.948615,4206.666564,4224.615281,4213.846051,4189.743487,4229.230666,4207.692205
4222.051179,4216.922974,4215.897333,4210.256307,4250.256306,4224.102461,4227.692204,4234.871691,4219.487076,4231.794768,4222.563999,4191.794769,4230.256307,4210.256307
4232.307589,4226.666563,4229.230666,4213.846051,4252.307588,4224.102461,4219.487076,4226.153743,4218.461435,4222.051179,4233.33323,4205.128102,4234.358871,4215.897333
4235.384512,4235.384512,4229.743486,4217.948615,4197.435795,4212.82041,4196.922974,4187.179385,4198.974256,4225.128102,4235.384512,4206.153743,4245.128101,4220.512717
4232.307589,4233.84605,4218.974256,4215.384512,4219.999897,4214.358871,4191.794769,4176.922975,4198.974256,4234.358871,4232.307589,4201.538359,4244.10246,4218.974256
4232.820409,4231.794768,4219.487076,4215.384512,4237.435794,4226.666563,4211.794769,4204.615282,4217.435794,4235.897332,4229.743486,4203.589641,4233.84605,4214.358871
4233.33323,4232.307589,4224.615281,4217.435794,4231.281948,4230.769127,4223.07682,4221.025538,4222.051179,4235.897332,4229.230666,4207.692205,4234.358871,4215.384512
4227.692204,4232.307589,4221.538358,4215.384512,4244.10246,4230.256307,4214.871692,4214.358871,4212.307589,4232.307589,4227.692204,4203.07682,4239.999896,4217.435794
4222.051179,4232.820409,4224.102461,4215.384512,4207.692205,4230.769127,4215.384512,4214.358871,4214.358871,4229.230666,4226.666563,4201.538359,4236.922973,4216.922974
4216.922974,4228.717845,4229.230666,4214.871692,4187.692205,4228.717845,4226.666563,4219.999897,4217.948615,4227.179384,4227.692204,4206.153743,4232.820409,4214.871692
4215.384512,4227.179384,4224.102461,4215.384512,4243.58964,4228.717845,4228.717845,4218.974256,4216.410153,4216.922974,4230.769127,4206.666564,4234.358871,4216.410153
4216.410153,4231.281948,4217.948615,4217.435794,4278.461434,4234.358871,4220.512717,4219.999897,4217.948615,4213.33323,4231.794768,4205.640923,4235.384512,4215.897333
4212.307589,4229.743486,4222.051179,4217.948615,4227.692204,4230.769127,4217.435794,4220.512717,4216.410153,4222.051179,4228.717845,4210.256307,4234.358871,4213.846051
4203.589641,4218.461435,4227.179384,4214.871692,4171.281949,4217.435794,4217.435794,4216.922974,4213.846051,4213.33323,4228.717845,4213.846051,4232.820409,4212.82041
4201.538359,4212.82041,4223.07682,4209.230666,4200.512718,4220.512717,4216.410153,4220.512717,4212.307589,4193.846051,4231.281948,4214.358871,4233.84605,4214.871692
4205.128102,4223.58964,4217.435794,4209.230666,4249.230665,4233.33323,4224.102461,4228.717845,4219.487076,4205.640923,4229.743486,4213.846051,4238.974255,4214.871692
